"249180010","PSZCZYNA                      ","2025","02","01",4.0,,-3.2,,0.5,,-5.7,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","02",3.1,,-2.6,,0.3,,-5.4,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","03",3.6,,-4.0,,-1.1,,-5.8,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","04",4.6,,-7.4,,-2.4,,-8.3,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","05",6.1,,-5.0,,0.3,,-6.3,,1.0,,"S",,"9"
"249180010","PSZCZYNA                      ","2025","02","06",2.7,,-1.5,,0.8,,-5.4,,0.3,,"W",0,
"249180010","PSZCZYNA                      ","2025","02","07",1.6,,-4.5,,-1.7,,-4.9,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","08",5.6,,-3.4,,-0.5,,-3.9,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","09",1.3,,-6.0,,-1.7,,-6.3,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","10",3.6,,-7.0,,-3.0,,-7.3,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","11",2.0,,-8.5,,-3.9,,-9.3,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","12",0.9,,-9.0,,-3.9,,-7.3,,0.0,,"W",,"9"
"249180010","PSZCZYNA                      ","2025","02","13",2.6,,-2.5,,0.2,,-7.3,,0.9,,"S",0,
"249180010","PSZCZYNA                      ","2025","02","14",1.9,,-3.2,,-1.4,,-5.7,,,"9",,2,
"249180010","PSZCZYNA                      ","2025","02","15",-1.1,,-7.5,,-4.3,,-9.3,,,"9",,1,
"249180010","PSZCZYNA                      ","2025","02","16",0.6,,-11.2,,-5.7,,-12.7,,0.1,,"S",1,
"249180010","PSZCZYNA                      ","2025","02","17",-0.5,,-12.6,,-7.6,,-13.2,,,"9",,1,
"249180010","PSZCZYNA                      ","2025","02","18",-1.0,,-12.0,,-6.6,,-11.7,,,"9",,1,
"249180010","PSZCZYNA                      ","2025","02","19",1.7,,-9.4,,-4.5,,-8.5,,,"9",,1,
"249180010","PSZCZYNA                      ","2025","02","20",3.5,,-12.6,,-5.5,,-12.7,,,"9",,1,
"249180010","PSZCZYNA                      ","2025","02","21",6.2,,-10.8,,-3.8,,-12.7,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","22",8.2,,-6.5,,-1.0,,-11.7,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","23",5.1,,-5.2,,0.1,,-7.3,,1.7,,"W",,"9"
"249180010","PSZCZYNA                      ","2025","02","24",8.2,,-0.1,,3.2,,-1.4,,0.3,,"W",,"9"
"249180010","PSZCZYNA                      ","2025","02","25",10.8,,-5.5,,1.5,,-6.2,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","26",9.6,,0.6,,4.6,,-1.3,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2025","02","27",7.1,,2.4,,4.7,,1.0,,10.2,,"W",,"9"
"249180010","PSZCZYNA                      ","2025","02","28",6.6,,0.5,,3.0,,0.0,,0.6,,"W",,"9"
"249190560","JAB£ONKA                      ","2025","02","01",2.8,,-6.4,,-2.4,,,"8",,"9",,,"9"
"249190560","JAB£ONKA                      ","2025","02","02",-0.4,,-9.7,,-4.8,,,"8",,"9",,,"9"
"249190560","JAB£ONKA                      ","2025","02","03",0.6,,-8.4,,-4.5,,,"8",,"9",,,"9"
